id,title,income,company,education
387,'Guest house proprietor',299751,'Bonnibelle\'s Essential Administration Assistants','JD'
388,'Underwriter',29752,'Merrily\'s Unknown Plate Layers','BS'
389,'Blacksmith',250505,'Therine\'s Whole Firemans','MD'
390,'Television producer',702464,'Malvina\'s Likable Pilots','JD'
391,'Gate keeper',710569,'Francine\'s Jealous Advertising Managers','Trade'
392,'Parts manager',330239,'Ray\'s Striking Auctioneers','BS'
393,'Accountant',320289,'Teddie\'s Bold Seamstresss','MS'
394,'Parts man',738146,'Issie\'s Grizzled Butchery Managers','Highschool'
395,'Linguist',576383,'Layla\'s Discrete Sound Engineers','JD'
396,'Blacksmith',446269,'Letta\'s Organic Accounts Staffs','PHD'
397,'Trinity house pilot',744638,'Hildagard\'s Sardonic Housing Supervisors','JD'
398,'Typist',832276,'Genevra\'s Dearest Planning Engineers','MD'
399,'Technical manager',392867,'Anthiathia\'s Adorable Training Managers','Trade'
400,'Presser',779580,'Emylee\'s Frozen Child Minders','BS'
401,'Signwriter',106076,'Carline\'s Sniveling Teachers Assistants','Trade'
402,'Illustrator',798815,'Philis\'s Exemplary Golf Caddys','Highschool'
403,'Housing assistant',153560,'Fanya\'s Messy Advertising Clerks','JD'
404,'Pipe insulator',264733,'Briney\'s Nonstop Law Clerks','JD'
405,'Tractor driver',457485,'Marguerite\'s Well-to-do Cargo Operators','Highschool'
406,'Gaming club manager',708079,'Fanny\'s Purple Hypnotherapists','Trade'
407,'Blacksmith',772390,'Rafaelita\'s Amused Private Investigators','JD'
408,'Book binder',517826,'Barb\'s Strident Blacksmiths','JD'
409,'General practitioner',242598,'Dulsea\'s Potable Quantity Surveyors','MS'
410,'Housing assistant',921639,'Stormi\'s Infatuated Chemists','MD'
411,'Business proprietor',793158,'Ardyce\'s Definite Ship Brokers','MD'
412,'Jewellery',633351,'Genvieve\'s Zesty Tyre Fitters','PHD'
413,'Theatre manager',744055,'Oralla\'s Tremendous Casual Workers','BS'
414,'Professional wrestler',833983,'Shel\'s Blue Rug Makers','PHD'
415,'Manufacturing',775758,'Ruthi\'s Crazy Parts Supervisors','JD'
416,'Hire car driver',165509,'Mary\'s Present Wheel Clampers','Trade'
417,'Song writer',261441,'Gerda\'s Single Minicab Drivers','MS'
418,'Trinity house pilot',874262,'Tobey\'s Lustrous Saw Millers','MS'
419,'Marketing agent',933831,'Meara\'s Urban Lampshade Makers','Highschool'
420,'Bus conductor',258939,'Lyda\'s Best Windscreen Fitters','Trade'
421,'Transport consultant',550088,'Yoko\'s Buoyant Grave Diggers','JD'
422,'Claims adjustor',149094,'Josepha\'s Wealthy Mill Operators','BS'
423,'Research analyst',665932,'Dusty\'s Authentic Project Leaders','Highschool'
424,'Publicity manager',329624,'Belita\'s Ripe Car Salesmans','Highschool'
425,'Technical engineer',866442,'Waly\'s Unused Hire Car Drivers','Trade'
426,'Slaughterman',543591,'Ofelia\'s Responsible Rent Collectors','BS'
427,'Machine fitters',618624,'Anne-Corinne\'s Charming Storemans','PHD'
428,'Scaffolder',768596,'Ilyse\'s Electric Landowners','PHD'
429,'Motor dealer',438664,'Joane\'s Tight Bus Companys','JD'
430,'Ice cream vendor',958099,'Toma\'s Dreary Building Managers','MS'
431,'Health service',447477,'Charis\'s Fond Laboratory Analysts','PHD'
432,'Theatre technician',198756,'Marylinda\'s Admired Garden Designers','MS'
433,'Trade mark agent',932370,'Elsi\'s Enlightened Tanners','Trade'
434,'Tug skipper',595715,'Ethelda\'s Ironclad Rose Growers','Trade'
435,'Philatelist',624155,'Brit\'s Easy-going Progress Chasers','MS'
436,'Childminder',281001,'Angil\'s Lucky Staff Nurses','JD'
437,'Research analyst',361208,'Katine\'s Baggy Travelling Showmans','PHD'
438,'Plate layer',794380,'Aveline\'s Bogus Mining Consultants','MS'
439,'Radio controller',3774,'Ferdinanda\'s Ignorant Paramedics','BS'
440,'Camera repairer',729845,'Aura\'s Imperturbable Violinists','Trade'
441,'Project leader',33858,'Ollie\'s Fantastic Technical Illustrators','Trade'
442,'Van driver',348044,'Elberta\'s Each Procurator Fiscals','Trade'
443,'Market trader',142023,'Caprice\'s Informal Interviewers','JD'
444,'Signwriter',3272,'Blondy\'s Rigid School Inspectors','Trade'
445,'Blinds installer',118462,'Melinda\'s Decisive Hosiery Workers','Highschool'
446,'Auditor',416061,'Gilly\'s Realistic Law Clerks','JD'
447,'Travel clerk',6402,'Agnella\'s Unruly Tug Skippers','PHD'
448,'Tax inspector',342830,'Mara\'s Rusty Kennel Hands','JD'
449,'Lawyer',948067,'Ruthanne\'s Self-reliant Hospital Managers','Trade'
450,'Typesetter',834476,'Anjanette\'s Trim Windscreen Fitters','JD'
451,'Warehouse manager',891769,'Carolina\'s Lavish Industrial Chemists','Highschool'
452,'Lecturer',745761,'Kaleena\'s Well-off Statisticians','MS'
453,'Production planner',749931,'Megan\'s Passionate Stock Managers','MS'
454,'Radio producer',807965,'Zita\'s Bare Underwriters','Trade'
455,'Sales director',84112,'Aeriell\'s Hard Transport Consultants','MD'
456,'Accounts clerk',894857,'Charity\'s Graceful Consultants','Trade'
457,'Motor racing',974284,'Patsy\'s Tinted Gamblers','Trade'
458,'Arbitrator',101331,'Coreen\'s Charming Soldiers','BS'
459,'Professional racing',351235,'Rosalinda\'s Voluminous IT Consultants','Highschool'
460,'Radio controller',654520,'Deena\'s Modest Hot Foil Printers','PHD'
461,'Medical consultant',694866,'Oralla\'s Flawed Gynaecologists','Highschool'
462,'Wages clerk',873737,'Lindie\'s Fragrant Carpet Cleaners','MS'
463,'Vicar',259710,'Biddie\'s Worthless Civil Engineers','MS'
464,'Valve technician',861052,'Carmelina\'s Occasional Planning Officers','BS'
465,'Traffic warden',827704,'Domini\'s Rash Bookmakers','Highschool'
466,'Child minder',929469,'Jacquie\'s Gruesome Beauty Therapists','MD'
467,'Proof reader',406657,'Jobey\'s Shameless Musicians','PHD'
468,'Student teacher',176230,'Evangeline\'s Open Marine Consultants','Trade'
469,'Zoo manager',473120,'Daisey\'s Blank Acoustic Engineers','JD'
470,'Assistant teacher',424524,'Janaya\'s Scratchy Valuers','Highschool'
471,'Legal executive',450293,'Willi\'s Sorrowful Carpet Fitters','MD'
472,'Horse breeder',409198,'Sosanna\'s Impartial Archaeologists','JD'
473,'Medical consultant',658276,'Arlie\'s Pale Aeronautical Engineers','Trade'
474,'Applications programmer',45430,'Latia\'s Mindless Representatives','MD'
475,'Delivery driver',729187,'Addia\'s Damp Translators','PHD'
476,'Foam convertor',533847,'Carly\'s Extraneous Ship Brokers','Trade'
477,'Medical student',567654,'Johna\'s Sore Merchants','PHD'
478,'Technical manager',363552,'Gabie\'s Unknown Osteopaths','MS'
479,'Brewery worker',951345,'Antoinette\'s Amazing Gallery Owners','Trade'
480,'Blacksmith',975983,'Bebe\'s Cooked Maintenance Fitters','JD'
481,'Miner',125376,'Kamillah\'s Wide Investment Strategists','MS'
482,'Valve technician',564667,'Lucilia\'s Ashamed Health Advisors','MD'
483,'Baker',868281,'Jacquelin\'s Monstrous Tyre Technicians','BS'
484,'Outreach worker',906062,'Viola\'s Late Payroll Clerks','PHD'
485,'Student teacher',98011,'Merilee\'s Treasured Shipping Officers','PHD'
486,'Breeder',83676,'Dorine\'s Active Law Clerks','MS'
487,'Body fitter',771109,'Honoria\'s Worst Physiologists','BS'
488,'Sales support',163001,'Kailey\'s Equal Ground Workers','Highschool'
489,'Interpreter',453865,'Ardene\'s Dreary Royal Marines','PHD'
490,'Recruitment consultant',960899,'Billie\'s Flickering Blacksmiths','Highschool'
491,'Rally driver',683980,'Debera\'s Notable Parts Supervisors','MD'
492,'Forwarding agent',301976,'Sella\'s Closed Audit Managers','Highschool'
493,'Stage hand',395614,'Dyana\'s Forked Linguists','MS'
494,'Radio controller',237740,'Fenelia\'s Evergreen Cable TV Installers','JD'
495,'Investment manager',603414,'Gusty\'s Lone School Inspectors','Trade'
496,'Security guard',4262,'Julietta\'s Altruistic Word Processing Operators','BS'
497,'Sheriff clerk',133976,'Carlita\'s Actual Translators','JD'
498,'Machine minder',918539,'Jacki\'s Pushy Marble Masons','Trade'
499,'Tiler',242372,'Ambur\'s Traumatic Welfare Assistants','BS'
500,'Pest controller',717837,'Petronille\'s Faithful Therapists','BS'
